Order_ID,Customer_ID,Customer_Name,Gender,Age,City,Product_Category,Quantity,Unit_Price,Order_Date,Payment_Method,Email,Discount,Rating,Total_Sales
ORD100031,CUST11296,Benjamin Hunt,Male,18.0,Medan,Sports,3,673.33,2025-04-02,Cash,vanessaparker@example.org,0.09,5.0,1838.19
ORD100032,CUST10543,Kendra Gonzalez,Female,22.0,Surabaya,Home,2,539.95,2024-11-15,Bank Transfer,cwhite@example.com,0.15,1.6,917.92
ORD100033,CUST12679,Debra Petersen,Male,60.0,Yogyakarta,Sports,9,705.02,2024-09-16,Bank Transfer,ashleysanders@example.net,0.18,4.7,5203.05
ORD100034,CUST10473,Felicia Clark,Male,65.0,Denpasar,Fashion,2,939.24,2026-04-25,Bank Transfer,scott72@example.net,0.04,2.1,1803.34
ORD100035,CUST12598,Bruce Taylor,Female,44.0,Medan,Home,4,719.02,2026-05-07,Credit Card,cassandra78@example.net,0.06,1.4,2703.52
ORD100036,CUST11367,Michael Anderson,Male,58.0,Bandung,Fashion,7,830.2,2026-01-31,E-Wallet,ywest@example.net,0.01,3.2,5753.29
ORD100037,CUST12831,Jamie Santos,Male,52.0,Jakarta,Toys,7,563.1,2025-12-18,Bank Transfer,gjenkins@example.org,0.03,3.3,3823.45
ORD100038,CUST11494,William Ford,Male,40.0,Surabaya,Books,3,432.64,2025-12-12,Debit Card,dbeck@example.net,0.01,3.7,1284.94
ORD100039,CUST11665,Danielle Nixon,Male,33.0,Yogyakarta,Fashion,6,781.22,2025-02-13,Debit Card,daltonwright@example.org,0.27,4.5,3421.74
ORD100040,CUST11687,Cristian Collins,Male,35.0,Surabaya,Toys,1,183.46,2025-05-25,Credit Card,victorjacobson@example.org,0.28,2.5,132.09
ORD100041,CUST11886,Mary Miller,Female,37.0,Yogyakarta,Toys,1,859.3,2024-09-06,Debit Card,unknown@example.com,0.07,1.9,799.15
ORD100042,CUST10285,Daniel Hernandez,Female,40.0,Makassar,Sports,4,401.47,2024-07-27,E-Wallet,michael28@example.com,0.08,3.7,1477.41
ORD100043,CUST11070,Roger Shaffer,Male,55.0,Bandung,Electronics,9,334.49,2026-01-11,Credit Card,teresanewman@example.com,0.01,3.4,2980.31
ORD100044,CUST12484,Alyssa Taylor,Male,42.0,Denpasar,Fashion,6,729.9,2025-07-28,Bank Transfer,wrightamy@example.org,0.09,1.2,3985.25
ORD100045,CUST12206,Amy Thompson,Male,41.0,Medan,Electronics,7,6.68,2024-09-23,Bank Transfer,lloydmatthew@example.com,0.28,3.5,33.67
ORD100046,CUST11267,Christine White,Female,38.0,Medan,Books,2,721.16,2026-02-23,Bank Transfer,susanbryant@example.com,0.09,3.2,1312.51
ORD100047,CUST12775,Tabitha Hull,Male,57.0,Denpasar,Home,4,423.34,2025-08-27,E-Wallet,rose69@example.net,0.28,3.2,1219.22
ORD100048,CUST12376,Elijah Fisher,Female,47.0,Medan,Beauty,1,307.36,2024-11-19,Debit Card,timothyvasquez@example.com,0.06,3.0,288.92
ORD100049,CUST12720,Kelli Mccarthy,Female,44.0,Yogyakarta,Toys,3,660.56,2024-10-01,Debit Card,lynnmaxwell@example.com,0.09,3.7,1803.33
ORD100050,CUST10190,Tiffany Mercado,Male,48.0,Denpasar,Toys,4,807.53,2026-04-25,Credit Card,karenwoodward@example.net,0.04,2.8,3100.92
ORD100051,CUST12025,Nathan Gray,Female,33.0,Surabaya,Books,10,198.46,2024-12-10,Credit Card,nmcneil@example.com,0.21,4.6,1567.83
ORD100052,CUST12851,Kathy Nelson,Female,21.0,Denpasar,Fashion,2,779.53,2025-03-25,Credit Card,hortiz@example.net,0.07,2.8,1449.93
ORD100053,CUST12439,Jennifer Smith,Female,66.0,Medan,Sports,8,669.24,2026-02-17,Cash,tjimenez@example.net,0.3,3.0,3747.74
ORD100054,CUST11945,Michael Weber,Female,34.0,Yogyakarta,Fashion,9,448.68,2025-11-06,Bank Transfer,ucraig@example.org,0.05,4.1,3836.21
ORD100055,CUST11802,Dennis Cook,Male,63.0,Bandung,Fashion,9,487.17,2025-10-18,Bank Transfer,mrogers@example.net,0.07,2.3,4077.61
ORD100056,CUST11569,Brianna Frederick,Male,63.0,Surabaya,Electronics,9,85.17,2025-12-12,E-Wallet,mrios@example.org,0.05,2.6,728.2
ORD100057,CUST11721,Jessica Jacobs,Female,67.0,Denpasar,Books,9,468.59,2025-09-18,Credit Card,john33@example.net,0.02,4.4,4132.96
ORD100058,CUST11441,Catherine White,Female,66.0,Medan,Toys,10,383.48,2025-07-09,E-Wallet,stephencaldwell@example.net,0.0,3.2,3834.8
ORD100059,CUST12000,Michael Watson,Male,35.0,Medan,Beauty,9,800.87,2026-01-02,Credit Card,laurenmunoz@example.com,0.27,2.6,5261.72
ORD100060,CUST10523,Terri Andrews,Male,43.0,Denpasar,Sports,7,725.56,2026-04-18,Credit Card,millerannette@example.net,0.25,1.3,3809.19
ORD100061,CUST10206,Lynn Garza,Female,42.0,Bandung,Fashion,7,140.02,2026-02-13,E-Wallet,mcrosby@example.com,0.14,2.3,842.92
ORD100062,CUST11727,Christopher Phillips,Female,23.0,Medan,Electronics,7,281.87,2024-09-12,Cash,reidpeter@example.org,0.29,1.2,1400.89
ORD100063,CUST12670,Lacey Ford,Male,66.0,Jakarta,Fashion,6,228.1,2025-04-14,Debit Card,travis34@example.org,0.02,4.4,1341.23
ORD100064,CUST12743,Linda Schmidt,Male,54.0,Surabaya,Beauty,10,156.62,2025-02-11,Bank Transfer,patricia54@example.org,0.04,4.1,1503.55
ORD100065,CUST12943,Unknown,Male,67.0,Yogyakarta,Fashion,3,607.86,2026-03-03,Bank Transfer,kathrynjones@example.com,0.29,1.4,1294.74
ORD100066,CUST11538,Mary Phillips,Female,63.0,Surabaya,Electronics,1,929.24,2025-05-19,Cash,unknown@example.com,0.17,3.8,771.27
ORD100067,CUST12803,Alexa Hardin,Male,68.0,Denpasar,Toys,4,106.39,2025-08-14,Credit Card,stephen89@example.com,0.23,2.4,327.68
ORD100068,CUST12653,Nathan Palmer,Female,18.0,Yogyakarta,Beauty,7,663.21,2026-06-04,E-Wallet,weaverlisa@example.com,0.02,1.4,4549.62
ORD100069,CUST12898,Danielle Calderon,Male,45.0,Surabaya,Books,6,637.41,2025-10-20,Cash,fallen@example.com,0.25,4.9,2868.34
ORD100070,CUST11981,Mr. Mark Rocha,Female,45.0,Yogyakarta,Books,5,617.83,2025-05-07,Cash,greenjessica@example.net,0.28,2.1,2224.19
ORD100071,CUST11847,Dominic Glenn,Male,66.0,Medan,Sports,4,831.58,2025-09-11,Cash,macdonaldbrandon@example.net,0.03,3.7,3226.53
ORD100072,CUST10745,Crystal Strickland,Female,31.0,Bandung,Toys,6,33.56,2024-09-18,Bank Transfer,uduffy@example.net,0.26,2.4,149.01
ORD100073,CUST10042,Mr. Matthew Wang,Male,23.0,Surabaya,Books,10,702.68,2024-07-25,E-Wallet,vflowers@example.net,0.08,3.0,6464.66
ORD100074,CUST12011,Danny Lynch,Female,68.0,Jakarta,Electronics,4,692.16,2025-03-15,Bank Transfer,alan60@example.com,0.19,1.9,2242.6
ORD100075,CUST11939,Tracey Lamb,Female,45.0,Makassar,Sports,4,309.67,2025-07-30,Bank Transfer,thomasflores@example.com,0.17,3.0,1028.1
ORD100076,CUST10495,Dr. Craig Carpenter,Male,38.0,Jakarta,Books,8,274.56,2025-03-13,Cash,seth44@example.net,0.08,4.8,2020.76
ORD100077,CUST11133,Gerald Garrett,Female,24.0,Yogyakarta,Fashion,3,195.58,2025-01-20,Bank Transfer,glassnathan@example.org,0.22,1.9,457.66
ORD100078,CUST10519,Christopher Frazier,Female,20.0,Jakarta,Sports,3,305.76,2026-01-01,Bank Transfer,hensleymargaret@example.net,0.21,3.8,724.65
ORD100079,CUST10421,Unknown,Male,54.0,Bandung,Beauty,3,639.68,2025-07-18,E-Wallet,nbell@example.org,0.23,2.8,1477.66
ORD100080,CUST11957,Shannon Jones,Male,44.0,Jakarta,Beauty,3,965.67,2026-03-19,E-Wallet,brittany95@example.net,0.08,1.3,2665.25
ORD100081,CUST11245,Jennifer Chung,Male,33.0,Jakarta,Sports,1,155.97,2026-04-09,E-Wallet,amandacallahan@example.net,0.24,3.4,118.54
ORD100082,CUST11846,Rachel Jones,Female,37.0,Yogyakarta,Sports,10,229.56,2026-03-04,E-Wallet,glassmelissa@example.org,0.16,2.2,1928.3
ORD100083,CUST10407,Patrick Santos,Male,58.0,Surabaya,Home,10,64.93,2025-06-26,Credit Card,kaitlynboyd@example.org,0.29,1.6,461.0
ORD100084,CUST11674,Unknown,Female,62.0,Denpasar,Beauty,3,554.23,2026-03-16,Bank Transfer,hobbsbrian@example.net,0.05,1.1,1579.56
ORD100085,CUST11860,Joseph Miller,Male,61.0,Surabaya,Home,5,708.42,2025-03-05,Cash,crussell@example.com,0.21,3.6,2798.26
ORD100086,CUST12653,Jeffrey Robertson DDS,Male,35.0,Yogyakarta,Fashion,4,428.01,2026-02-28,Credit Card,kimberlygates@example.com,0.16,1.2,1438.11
ORD100087,CUST11183,Jason Anderson,Female,25.0,Medan,Books,5,597.07,2026-04-28,Bank Transfer,chansen@example.com,0.25,3.8,2239.01
ORD100088,CUST10330,Jessica Santiago,Male,45.0,Makassar,Home,5,502.97,2025-02-01,Cash,unknown@example.com,0.15,2.0,2137.62
ORD100089,CUST12357,Nicole Nolan,Male,66.0,Makassar,Toys,2,232.78,2025-10-26,Bank Transfer,vwhite@example.com,0.2,3.3,372.45
ORD100090,CUST11140,Willie Hall,Male,55.0,Medan,Books,3,473.15,2026-02-25,E-Wallet,ericlarsen@example.net,0.2,4.9,1135.56
ORD100091,CUST12745,Dr. Amanda Williams,Male,28.0,Bandung,Beauty,8,351.22,2026-02-13,E-Wallet,reesedavid@example.org,0.1,2.2,2528.78
ORD100092,CUST11863,Robert Hampton,Male,38.0,Bandung,Home,7,814.5,2024-07-05,Credit Card,angelakelley@example.net,0.17,4.9,4732.24
ORD100093,CUST10005,Jason Heath,Female,44.0,Jakarta,Fashion,7,865.59,2024-09-24,Cash,brucejennifer@example.org,0.25,3.0,4544.35
ORD100094,CUST10834,Julie Estrada,Female,53.0,Surabaya,Home,8,627.28,2025-08-27,E-Wallet,leecaroline@example.com,0.23,4.5,3864.04
ORD100095,CUST12494,Sarah Zuniga,Male,63.0,Surabaya,Home,8,125.82,2025-09-07,Cash,christinemorris@example.net,0.29,1.1,714.66
ORD100096,CUST10465,Anita Shields,Female,25.0,Makassar,Toys,7,97.74,2025-12-14,Debit Card,scottmichelle@example.net,0.3,3.0,478.93
ORD100097,CUST11977,Jerry Ramos,Female,33.0,Medan,Sports,5,511.33,2025-07-20,Debit Card,patricia45@example.net,0.08,2.5,2352.12
ORD100098,CUST10286,Alexandria Williamson,Female,67.0,Yogyakarta,Toys,10,510.7,2025-10-29,E-Wallet,jack98@example.org,0.26,2.4,3779.18
ORD100099,CUST12974,Tom Garcia,Female,55.0,Denpasar,Books,9,270.84,2025-10-28,E-Wallet,unknown@example.com,0.0,4.5,2437.56
ORD100100,CUST12261,Erika Wright,Female,47.0,Bandung,Toys,8,540.89,2026-01-08,Debit Card,jonathanmills@example.com,0.1,4.9,3894.41
ORD100101,CUST11683,Kristi West,Male,38.0,Makassar,Beauty,4,573.94,2025-11-24,E-Wallet,james60@example.com,0.07,2.5,2135.06
ORD100102,CUST12058,Rebecca Wright,Female,24.0,Yogyakarta,Toys,3,497.85,2024-12-27,E-Wallet,elizabeth34@example.org,0.01,1.4,1478.61
ORD100103,CUST12682,Shirley Harris,Male,22.0,Medan,Toys,8,20.27,2026-02-03,Bank Transfer,ryan19@example.org,0.04,2.4,155.67
ORD100104,CUST12763,Ryan Arnold,Female,38.0,Makassar,Books,7,651.59,2025-10-16,E-Wallet,blakemary@example.net,0.26,4.5,3375.24
ORD100105,CUST12804,Justin Lopez,Female,32.0,Makassar,Electronics,1,619.37,2024-09-30,E-Wallet,ashleylee@example.com,0.07,4.9,576.01
ORD100106,CUST10119,Unknown,Male,38.0,Yogyakarta,Electronics,2,446.46,2024-09-13,Bank Transfer,jennifergregory@example.net,0.21,2.4,705.41
ORD100107,CUST12319,Tonya Mathews,Male,44.0,Surabaya,Electronics,7,149.84,2026-05-22,Cash,sarah77@example.net,0.16,4.5,881.06
ORD100108,CUST12389,Pamela Mcfarland,Male,32.0,Medan,Books,10,684.72,2024-07-11,Bank Transfer,daviskaren@example.org,0.15,2.8,5820.12
ORD100109,CUST11179,Kelsey Rivera,Male,22.0,Medan,Home,1,899.41,2025-12-30,Cash,robertyoung@example.com,0.14,2.2,773.49
ORD100110,CUST11238,Kevin Rodriguez,Male,42.0,Yogyakarta,Beauty,7,691.86,2024-08-28,Credit Card,joanneperez@example.com,0.14,1.9,4165.0
ORD100111,CUST12865,Troy Ellison,Female,19.0,Yogyakarta,Books,10,362.16,2024-12-30,E-Wallet,derrick89@example.com,0.09,2.1,3295.66
ORD100112,CUST10201,Victor Harrison,Female,36.0,Yogyakarta,Toys,10,865.74,2025-12-16,Debit Card,donaldlopez@example.net,0.23,3.4,6666.2
ORD100113,CUST11027,Kathleen Jones,Male,58.0,Jakarta,Books,6,222.91,2025-08-31,Credit Card,ashleymccarthy@example.com,0.06,2.2,1257.21
ORD100114,CUST10539,Philip Nielsen,Male,36.0,Bandung,Books,8,38.2,2026-04-04,E-Wallet,turnerheather@example.com,0.11,1.7,271.98
ORD100115,CUST11499,Brian Jackson,Female,28.0,Bandung,Toys,3,787.58,2025-11-21,E-Wallet,ryanwaters@example.com,0.26,4.9,1748.43
ORD100116,CUST10472,Jordan Hobbs,Female,22.0,Surabaya,Toys,5,747.83,2026-01-14,Debit Card,qarellano@example.net,0.1,4.4,3365.24
ORD100117,CUST11499,Julia Johnson,Male,68.0,Medan,Electronics,7,967.43,2026-01-19,Bank Transfer,daniel00@example.org,0.24,3.1,5146.73
ORD100118,CUST11074,Chris Nguyen,Female,70.0,Makassar,Home,8,371.74,2025-09-01,Credit Card,zwood@example.com,0.22,3.0,2319.66
ORD100120,CUST11673,Keith Smith,Male,26.0,Jakarta,Electronics,8,909.84,2024-08-22,Bank Transfer,priscillanash@example.net,0.09,5.0,6623.64
ORD100121,CUST10556,Cindy Mooney,Female,47.0,Bandung,Books,2,101.71,2025-05-05,Cash,lukepaul@example.net,0.27,2.7,148.5
ORD100122,CUST12005,Michelle Hall,Female,35.0,Jakarta,Books,3,885.99,2026-03-04,Bank Transfer,kirk59@example.com,0.2,1.9,2126.38
ORD100123,CUST10407,Alison Collins,Female,44.0,Makassar,Home,8,950.8,2025-11-02,Credit Card,vvaldez@example.org,0.26,2.6,5628.74
ORD100124,CUST11863,Heidi Garcia,Male,60.0,Surabaya,Books,4,968.37,2024-11-21,Cash,stephaniegray@example.com,0.28,4.9,2788.91
ORD100125,CUST10516,Carolyn Murphy MD,Male,22.0,Yogyakarta,Toys,1,787.86,2025-07-16,Cash,wmunoz@example.net,0.07,1.8,732.71
ORD100126,CUST10605,Victoria Spencer,Male,35.0,Yogyakarta,Fashion,4,813.99,2025-05-18,Debit Card,tsmith@example.net,0.07,3.2,3028.04
ORD100127,CUST10540,Dawn Thomas,Male,40.0,Yogyakarta,Toys,3,114.38,2025-12-08,Debit Card,unknown@example.com,0.26,3.4,253.92
ORD100128,CUST11725,Nicolas Lee,Male,65.0,Jakarta,Beauty,1,178.37,2024-10-03,E-Wallet,ycollins@example.org,0.02,4.1,174.8
ORD100129,CUST10908,James Haynes,Male,64.0,Yogyakarta,Toys,9,595.7,2025-12-18,Cash,tiffany08@example.net,0.14,2.2,4610.72
ORD100130,CUST11646,Daniel Palmer,Female,61.0,Jakarta,Beauty,1,65.52,2025-04-22,E-Wallet,kimberly98@example.com,0.14,1.3,56.35
ORD100131,CUST10517,Darrell White,Female,57.0,Makassar,Sports,2,325.5,2025-04-28,Cash,clamb@example.com,0.04,3.8,624.96
ORD100132,CUST11859,Tina Williams,Female,24.0,Yogyakarta,Books,7,994.65,2026-01-22,Credit Card,vfowler@example.org,0.16,4.4,5848.54
ORD100133,CUST11850,Lynn Williams,Male,44.0,Bandung,Toys,9,722.24,2025-06-13,E-Wallet,thomastamara@example.org,0.06,2.6,6110.15
ORD100134,CUST11045,Stacy Rodriguez,Female,27.0,Makassar,Beauty,2,315.99,2026-04-17,Credit Card,emilyowens@example.net,0.09,1.4,575.1
ORD100135,CUST11527,Kelly Quinn,Male,53.0,Jakarta,Sports,2,97.76,2026-06-08,Cash,youngdouglas@example.net,0.03,3.2,189.65
ORD100136,CUST11733,Andrea Shaw,Male,36.0,Denpasar,Home,2,413.75,2024-11-14,Bank Transfer,xwilliams@example.org,0.26,1.4,612.35
ORD100137,CUST10919,Scott Cohen,Male,40.0,Yogyakarta,Sports,9,216.68,2025-04-19,Bank Transfer,kanderson@example.com,0.2,1.5,1560.1
ORD100138,CUST12298,Kyle May,Male,56.0,Makassar,Toys,5,576.23,2026-01-17,Bank Transfer,andreasmith@example.net,0.24,1.1,2189.67
ORD100139,CUST11392,Emily Robertson,Female,18.0,Surabaya,Toys,5,704.19,2025-09-26,Debit Card,unknown@example.com,0.09,3.3,3204.06
ORD100140,CUST10126,Holly Rose,Male,65.0,Denpasar,Fashion,7,74.24,2024-07-07,E-Wallet,tracy71@example.org,0.22,2.7,405.35
ORD100141,CUST11329,Mary Clark,Male,21.0,Surabaya,Fashion,6,161.62,2025-03-31,Cash,wilsonlindsey@example.net,0.09,3.0,882.45
ORD100142,CUST11990,Amy Maxwell,Female,44.0,Bandung,Fashion,2,275.74,2025-05-12,Cash,benjaminjackson@example.net,0.2,1.5,441.18
ORD100143,CUST12430,Anthony Lin,Female,51.0,Makassar,Home,7,115.34,2025-08-01,Credit Card,rodneymcdonald@example.net,0.2,1.9,645.9
ORD100145,CUST11558,Linda Kaufman,Male,50.0,Denpasar,Toys,8,748.28,2025-03-07,Bank Transfer,heatherleach@example.org,0.05,1.3,5686.93
ORD100146,CUST10319,Diana Davis,Female,54.0,Medan,Sports,1,439.04,2025-06-23,E-Wallet,tara57@example.org,0.14,3.8,377.57
ORD100147,CUST11331,Shawn Moore,Male,69.0,Denpasar,Beauty,7,293.07,2025-07-11,Bank Transfer,donovanalexander@example.org,0.12,1.4,1805.31
ORD100148,CUST12147,Brent Chan,Male,43.0,Yogyakarta,Home,2,247.1,2026-05-20,Bank Transfer,nguyenapril@example.org,0.18,1.9,405.24
ORD100149,CUST12174,Steven Diaz,Male,67.0,Bandung,Home,3,81.0,2025-07-15,Debit Card,samuelhahn@example.com,0.19,1.9,196.83
ORD100150,CUST10627,Jamie Mendoza,Male,29.0,Yogyakarta,Books,3,259.69,2025-08-22,E-Wallet,unknown@example.com,0.05,2.9,740.12
ORD100151,CUST12313,Matthew Farmer,Female,58.0,Bandung,Fashion,10,761.08,2025-11-16,E-Wallet,clarkanthony@example.com,0.13,1.3,6621.4
ORD100152,CUST12423,Lauren White,Male,40.0,Denpasar,Electronics,8,633.23,2024-07-14,Bank Transfer,adamsdonald@example.net,0.24,2.8,3850.04
ORD100153,CUST10315,Tina Thompson,Male,57.0,Denpasar,Sports,1,61.61,2026-01-31,E-Wallet,wayne09@example.com,0.25,2.9,46.21
ORD100154,CUST10169,Julie Wilson,Female,69.0,Denpasar,Books,9,954.46,2025-10-14,Debit Card,elliottjerry@example.com,0.22,2.3,6700.31
ORD100155,CUST11846,Angelica Walsh,Male,69.0,Yogyakarta,Home,8,503.86,2025-11-16,Credit Card,marthacruz@example.com,0.29,3.0,2861.92
ORD100156,CUST11800,Daniel Anderson,Male,41.0,Bandung,Home,3,43.95,2024-10-26,E-Wallet,dennis51@example.org,0.21,2.6,104.16
ORD100157,CUST12585,Unknown,Female,22.0,Bandung,Electronics,6,680.5,2026-05-24,Cash,imichael@example.org,0.02,3.7,4001.34
ORD100158,CUST12469,Deborah Hernandez,Male,39.0,Jakarta,Sports,5,255.74,2026-02-17,Debit Card,nicholas25@example.com,0.26,4.7,946.24
ORD100159,CUST11606,Laura Smith,Male,56.0,Makassar,Electronics,5,967.86,2024-07-20,Bank Transfer,eric78@example.org,0.21,3.2,3823.05
ORD100160,CUST12808,Carly Stuart,Male,59.0,Makassar,Beauty,6,814.12,2024-10-05,Cash,hillscott@example.com,0.2,2.4,3907.78
ORD100161,CUST11400,Bobby Meza,Female,30.0,Surabaya,Fashion,6,312.32,2025-08-31,Debit Card,jeffery84@example.net,0.29,1.3,1330.48
ORD100162,CUST12157,Matthew Miller,Male,60.0,Bandung,Toys,2,510.15,2025-12-12,Cash,sskinner@example.org,0.16,1.5,857.05
ORD100163,CUST12838,James Wilson,Male,64.0,Medan,Electronics,7,158.48,2024-10-06,E-Wallet,terryadam@example.com,0.05,2.5,1053.89
ORD100164,CUST11839,Martin Mccoy,Male,52.0,Surabaya,Home,4,969.74,2025-04-21,E-Wallet,cory58@example.net,0.18,4.6,3180.75
ORD100165,CUST11805,Kathy Williamson,Female,67.0,Bandung,Toys,4,371.0,2025-08-26,E-Wallet,cguerrero@example.net,0.28,3.0,1068.48
ORD100166,CUST12477,Gwendolyn Roy,Male,34.0,Jakarta,Books,7,966.44,2026-06-10,E-Wallet,fjohnson@example.org,0.25,4.5,5073.81
ORD100167,CUST12114,Shannon Olson,Male,36.0,Jakarta,Toys,9,934.62,2025-09-23,Debit Card,deanna74@example.org,0.21,2.1,6645.15
ORD100168,CUST10910,Unknown,Female,40.0,Jakarta,Beauty,9,151.61,2026-05-17,Credit Card,levijames@example.net,0.13,2.6,1187.11
ORD100169,CUST11536,Tara Scott,Male,19.0,Bandung,Electronics,6,239.6,2025-11-30,Bank Transfer,brian36@example.net,0.3,4.2,1006.32
ORD100170,CUST11936,Rebecca Watkins,Male,66.0,Makassar,Beauty,3,43.11,2026-01-30,E-Wallet,lindsaytownsend@example.net,0.28,3.5,93.12
ORD100171,CUST10613,Angela Williams,Female,25.0,Yogyakarta,Home,2,23.91,2025-04-13,Debit Card,lynchanna@example.org,0.06,2.2,44.95
ORD100172,CUST12552,James Peck,Female,22.0,Jakarta,Toys,1,242.25,2025-12-27,E-Wallet,porterjason@example.com,0.19,3.4,196.22
ORD100173,CUST12944,Shannon Kelly,Male,44.0,Medan,Electronics,1,633.8,2024-09-14,Cash,michael62@example.net,0.17,2.4,526.05
ORD100174,CUST10351,Daniel Kelley,Female,22.0,Denpasar,Sports,10,419.48,2025-12-25,Cash,christine14@example.net,0.2,4.1,3355.84
ORD100175,CUST11926,Anthony Edwards,Male,58.0,Medan,Home,9,556.38,2025-03-23,Bank Transfer,phillip38@example.net,0.12,4.0,4406.53
ORD100176,CUST12692,Francis Sanchez,Male,67.0,Denpasar,Books,6,789.58,2024-08-08,Bank Transfer,brittanyross@example.net,0.1,1.5,4263.73
